onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
6	2	3.0	3	1.0	1	1	-1	4	4	1	3.0	G4	67	True	G	0	3/4	4.0	True	4	Basso	1	1	1.0	1	V	True	('C', 'G')	C	C	0	Perfect Fifth	(0, 7)	F	F	5	None	V	True	2
6	2	3.0	3	1.0	1	1	-1	4	4	1	3.0	C4	60	True	C	0	3/4	4.0	True	4	Basso	1	1	1.0	1	V	True	('C', 'G')	C	C	0	Perfect Fifth	(0, 7)	F	F	5	None	V	True	5
8	4	4.0	4	2.0	2	2	-1	4	4	2	4.0	C5	72	True	C	0	0	1.0	True	1	Basso	1	2	3.0	2	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	5
8	4	4.0	4	2.0	2	2	-1	4	4	2	4.0	A4	69	True	A	0	0	1.0	True	1	Basso	1	2	3.0	2	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	3
8	4	4.0	4	2.0	2	2	-1	4	4	2	4.0	F4	65	True	F	0	0	1.0	True	1	Basso	1	2	3.0	2	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	1
12	2	6.0	6	1.0	1	2	-1	4	4	2	6.0	C5	72	True	C	0	1/2	3.0	True	3	Basso	1	2	3.0	2	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	5
12	2	6.0	6	1.0	1	2	-1	4	4	2	6.0	A4	69	True	A	0	1/2	3.0	True	3	Basso	1	2	3.0	2	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	3
12	2	6.0	6	1.0	1	2	-1	4	4	2	6.0	F4	65	True	F	0	1/2	3.0	True	3	Basso	1	2	3.0	2	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	1
14	2	7.0	7	1.0	1	2	-1	4	4	2	7.0	D5	74	True	D	0	3/4	4.0	True	4	Basso	1	2	1.0	3	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	6
14	2	7.0	7	1.0	1	2	-1	4	4	2	7.0	B-4	70	True	B	-1	3/4	4.0	True	4	Basso	1	2	1.0	3	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	4
14	2	7.0	7	1.0	1	2	-1	4	4	2	7.0	B-3	58	True	B	-1	3/4	4.0	True	4	Basso	1	2	1.0	3	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	4
16	2	8.0	8	1.0	1	3	-1	4	4	3	8.0	C5	72	True	C	0	0	1.0	True	1	Basso	1	3	1.5	4	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	5
16	3	8.0	8	1.5	3/2	3	-1	4	4	3	8.0	A4	69	True	A	0	0	1.0	True	1	Basso	1	3	1.5	4	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	3
16	3	8.0	8	1.5	3/2	3	-1	4	4	3	8.0	F4	65	True	F	0	0	1.0	True	1	Basso	1	3	1.5	4	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	1
18	2	9.0	9	1.0	1	3	-1	4	4	3	9.0	C5	72	True	C	0	1/4	2.0	True	2	Basso	1	3	1.5	4	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	5
19	1	9.5	19/2	0.5	1/2	3	-1	4	4	3	9.5	G4	67	True	G	0	3/8	2.5	False	0	Basso	1	3	0.5	5	V	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	F	F	5	None	V	True	2
19	1	9.5	19/2	0.5	1/2	3	-1	4	4	3	9.5	E4	64	True	E	0	3/8	2.5	False	0	Basso	1	3	0.5	5	V	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	F	F	5	None	V	True	7
20	2	10.0	10	1.0	1	3	-1	4	4	3	10.0	D5	74	True	D	0	1/2	3.0	True	3	Basso	1	3	1.0	6	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	g	g	5	None	V	True	5
20	2	10.0	10	1.0	1	3	-1	4	4	3	10.0	A4	69	True	A	0	1/2	3.0	True	3	Basso	1	3	1.0	6	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	g	g	5	None	V	True	2
20	2	10.0	10	1.0	1	3	-1	4	4	3	10.0	F#4	66	True	F	1	1/2	3.0	True	3	Basso	1	3	1.0	6	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	g	g	5	None	V	True	#7
22	2	11.0	11	1.0	1	3	-1	4	4	3	11.0	B-4	70	True	B	-1	3/4	4.0	True	4	Basso	1	3	1.0	7	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	3
22	2	11.0	11	1.0	1	3	-1	4	4	3	11.0	G4	67	True	G	0	3/4	4.0	True	4	Basso	1	3	1.0	7	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	1
22	2	11.0	11	1.0	1	3	-1	4	4	3	11.0	G4	67	True	G	0	3/4	4.0	True	4	Basso	1	3	1.0	7	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	1
24	4	12.0	12	2.0	2	4	-1	4	4	4	12.0	A4	69	True	A	0	0	1.0	True	1	Basso	1	4	4.0	8	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	2
24	2	12.0	12	1.0	1	4	-1	4	4	4	12.0	F#4	66	True	F	1	0	1.0	True	1	Basso	1	4	4.0	8	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	#7
24	2	12.0	12	1.0	1	4	-1	4	4	4	12.0	D4	62	True	D	0	0	1.0	True	1	Basso	1	4	4.0	8	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	5
26	2	13.0	13	1.0	1	4	-1	4	4	4	13.0	F#4	66	True	F	1	1/4	2.0	True	2	Basso	1	4	4.0	8	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	#7
26	2	13.0	13	1.0	1	4	-1	4	4	4	13.0	D4	62	True	D	0	1/4	2.0	True	2	Basso	1	4	4.0	8	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	5
28	4	14.0	14	2.0	2	4	-1	4	4	4	14.0	A4	69	True	A	0	1/2	3.0	True	3	Basso	1	4	4.0	8	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	2
28	2	14.0	14	1.0	1	4	-1	4	4	4	14.0	F#4	66	True	F	1	1/2	3.0	True	3	Basso	1	4	4.0	8	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	#7
28	2	14.0	14	1.0	1	4	-1	4	4	4	14.0	D4	62	True	D	0	1/2	3.0	True	3	Basso	1	4	4.0	8	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	5
30	1	15.0	15	0.5	1/2	4	-1	4	4	4	15.0	G4	67	True	G	0	3/4	4.0	True	4	Basso	1	4	4.0	8	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	1
30	1	15.0	15	0.5	1/2	4	-1	4	4	4	15.0	E4	64	True	E	0	3/4	4.0	True	4	Basso	1	4	4.0	8	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	#6
31	1	15.5	31/2	0.5	1/2	4	-1	4	4	4	15.5	A4	69	True	A	0	7/8	4.5	False	0	Basso	1	4	4.0	8	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	2
31	1	15.5	31/2	0.5	1/2	4	-1	4	4	4	15.5	F#4	66	True	F	1	7/8	4.5	False	0	Basso	1	4	4.0	8	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	#7
32	2	16.0	16	1.0	1	5	-1	4	4	5	16.0	G4	67	True	G	0	0	1.0	True	1	Basso	1	5	1.0	9	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	1
32	2	16.0	16	1.0	1	5	-1	4	4	5	16.0	B-4	70	True	B	-1	0	1.0	True	1	Basso	1	5	1.0	9	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	3
32	2	16.0	16	1.0	1	5	-1	4	4	5	16.0	G4	67	True	G	0	0	1.0	True	1	Basso	1	5	1.0	9	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	1
34	1	17.0	17	0.5	1/2	5	-1	4	4	5	17.0	B-4	70	True	B	-1	1/4	2.0	True	2	Basso	1	5	1.0	10	VI	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	g	g	6	None	VI	True	3
34	2	17.0	17	1.0	1	5	-1	4	4	5	17.0	G4	67	True	G	0	1/4	2.0	True	2	Basso	1	5	1.0	10	VI	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	g	g	6	None	VI	True	1
34	2	17.0	17	1.0	1	5	-1	4	4	5	17.0	E-4	63	True	E	-1	1/4	2.0	True	2	Basso	1	5	1.0	10	VI	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	g	g	6	None	VI	True	6
35	1	17.5	35/2	0.5	1/2	5	-1	4	4	5	17.5	C5	72	True	C	0	3/8	2.5	False	0	Basso	1	5	1.0	10	VI	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	g	g	6	None	VI	True	4
36	3	18.0	18	1.5	3/2	5	-1	4	4	5	18.0	D5	74	True	D	0	1/2	3.0	True	3	Basso	1	5	1.0	11	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	5
36	2	18.0	18	1.0	1	5	-1	4	4	5	18.0	F#4	66	True	F	1	1/2	3.0	True	3	Basso	1	5	1.0	11	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	#7
36	4	18.0	18	2.0	2	5	-1	4	4	5	18.0	D4	62	True	D	0	1/2	3.0	True	3	Basso	1	5	1.0	11	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	5
38	2	19.0	19	1.0	1	5	-1	4	4	5	19.0	G4	67	True	G	0	3/4	4.0	True	4	Basso	1	5	1.0	12	V	True	('D', 'G', 'B-')	D	D	0	major triad	(2, 7, 10)	g	g	5	None	V	True	1
39	1	19.5	39/2	0.5	1/2	5	-1	4	4	5	19.5	B-4	70	True	B	-1	7/8	4.5	False	0	Basso	1	5	1.0	12	V	False	('D', 'G', 'B-')	D	D	0	major triad	(2, 7, 10)	g	g	5	None	V	True	3
40	4	20.0	20	2.0	2	6	-1	4	4	6	20.0	A4	69	True	A	0	0	1.0	True	1	Basso	1	6	2.0	13	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	2
40	2	20.0	20	1.0	1	6	-1	4	4	6	20.0	G4	67	False	G	0	0	1.0	True	1	Basso	1	6	2.0	13	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	1
40	4	20.0	20	2.0	2	6	-1	4	4	6	20.0	D4	62	False	D	0	0	1.0	True	1	Basso	1	6	2.0	13	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	5
42	2	21.0	21	1.0	1	6	-1	4	4	6	21.0	F#4	66	True	F	1	1/4	2.0	True	2	Basso	1	6	2.0	13	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	#7
42	2	21.0	21	1.0	1	6	-1	4	4	6	21.0	D3	50	True	D	0	1/4	2.0	True	2	Basso	1	6	2.0	13	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True	5
44	2	22.0	22	1.0	1	6	-1	4	4	6	22.0	G4	67	True	G	0	1/2	3.0	True	3	Basso	1	6	1.0	14	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	1
44	4	22.0	22	2.0	2	6	-1	4	4	6	22.0	G4	67	True	G	0	1/2	3.0	True	3	Basso	1	6	1.0	14	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	1
44	4	22.0	22	2.0	2	6	-1	4	4	6	22.0	D4	62	True	D	0	1/2	3.0	True	3	Basso	1	6	1.0	14	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	5
44	4	22.0	22	2.0	2	6	-1	4	4	6	22.0	G3	55	True	G	0	1/2	3.0	True	3	Basso	1	6	1.0	14	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	1
46	2	23.0	23	1.0	1	6	-1	4	4	6	23.0	B-4	70	True	B	-1	3/4	4.0	True	4	Basso	1	6	1.0	15	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	3
46	2	23.0	23	1.0	1	6	-1	4	4	6	23.0	D5	74	True	D	0	3/4	4.0	True	4	Basso	1	6	1.0	15	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	5
48	2	24.0	24	1.0	1	7	-1	4	4	7	24.0	B-4	70	True	B	-1	0	1.0	True	1	Basso	1	7	3.0	16	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	3
48	2	24.0	24	1.0	1	7	-1	4	4	7	24.0	D5	74	True	D	0	0	1.0	True	1	Basso	1	7	3.0	16	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	5
48	4	24.0	24	2.0	2	7	-1	4	4	7	24.0	G4	67	False	G	0	0	1.0	True	1	Basso	1	7	3.0	16	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	1
48	2	24.0	24	1.0	1	7	-1	4	4	7	24.0	G3	55	True	G	0	0	1.0	True	1	Basso	1	7	3.0	16	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	1
50	2	25.0	25	1.0	1	7	-1	4	4	7	25.0	B-4	70	True	B	-1	1/4	2.0	True	2	Basso	1	7	3.0	16	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	3
50	2	25.0	25	1.0	1	7	-1	4	4	7	25.0	D5	74	True	D	0	1/4	2.0	True	2	Basso	1	7	3.0	16	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	5
50	4	25.0	25	2.0	2	7	-1	4	4	7	25.0	G3	55	True	G	0	1/4	2.0	True	2	Basso	1	7	3.0	16	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	1
52	2	26.0	26	1.0	1	7	-1	4	4	7	26.0	G4	67	True	G	0	1/2	3.0	True	3	Basso	1	7	3.0	16	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	1
52	2	26.0	26	1.0	1	7	-1	4	4	7	26.0	B-4	70	True	B	-1	1/2	3.0	True	3	Basso	1	7	3.0	16	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True	3
54	2	27.0	27	1.0	1	7	-1	4	4	7	27.0	A4	69	True	A	0	3/4	4.0	True	4	Basso	1	7	1.0	17	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	3
54	2	27.0	27	1.0	1	7	-1	4	4	7	27.0	C5	72	True	C	0	3/4	4.0	True	4	Basso	1	7	1.0	17	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	5
54	2	27.0	27	1.0	1	7	-1	4	4	7	27.0	F4	65	True	F	0	3/4	4.0	True	4	Basso	1	7	1.0	17	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	1
54	2	27.0	27	1.0	1	7	-1	4	4	7	27.0	F3	53	True	F	0	3/4	4.0	True	4	Basso	1	7	1.0	17	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	1
56	4	28.0	28	2.0	2	8	-1	4	4	8	28.0	B-4	70	True	B	-1	0	1.0	True	1	Basso	1	8	3.0	18	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	4
56	4	28.0	28	2.0	2	8	-1	4	4	8	28.0	D5	74	True	D	0	0	1.0	True	1	Basso	1	8	3.0	18	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	6
56	2	28.0	28	1.0	1	8	-1	4	4	8	28.0	F4	65	True	F	0	0	1.0	True	1	Basso	1	8	3.0	18	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	1
56	4	28.0	28	2.0	2	8	-1	4	4	8	28.0	B-3	58	True	B	-1	0	1.0	True	1	Basso	1	8	3.0	18	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	4
58	2	29.0	29	1.0	1	8	-1	4	4	8	29.0	F4	65	True	F	0	1/4	2.0	True	2	Basso	1	8	3.0	18	IV	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	1
60	2	30.0	30	1.0	1	8	-1	4	4	8	30.0	B-4	70	True	B	-1	1/2	3.0	True	3	Basso	1	8	3.0	18	IV	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	4
60	4	30.0	30	2.0	2	8	-1	4	4	8	30.0	D5	74	True	D	0	1/2	3.0	True	3	Basso	1	8	3.0	18	IV	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	6
60	3	30.0	30	1.5	3/2	8	-1	4	4	8	30.0	D4	62	True	D	0	1/2	3.0	True	3	Basso	1	8	3.0	18	IV	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	6
60	2	30.0	30	1.0	1	8	-1	4	4	8	30.0	B-3	58	True	B	-1	1/2	3.0	True	3	Basso	1	8	3.0	18	IV	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None	IV	True	4
62	2	31.0	31	1.0	1	8	-1	4	4	8	31.0	B-4	70	True	B	-1	3/4	4.0	True	4	Basso	1	8	0.5	19	ii	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	F	F	2	None	ii	True	4
62	2	31.0	31	1.0	1	8	-1	4	4	8	31.0	G3	55	True	G	0	3/4	4.0	True	4	Basso	1	8	0.5	19	ii	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	F	F	2	None	ii	True	2
63	1	31.5	63/2	0.5	1/2	8	-1	4	4	8	31.5	E4	64	True	E	0	7/8	4.5	False	0	Basso	1	8	0.5	20	viio	True	('G', 'B-', 'E')	G	E	1	diminished triad	(4, 7, 10)	F	F	7	None	viio	True	7
64	1	32.0	32	0.5	1/2	9	-1	4	4	9	32.0	A4	69	True	A	0	0	1.0	True	1	Basso	1	9	1.0	21	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	3
64	8	32.0	32	4.0	4	9	-1	4	4	9	32.0	F4	65	True	F	0	0	1.0	True	1	Basso	1	9	1.0	21	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	1
64	1	32.0	32	0.5	1/2	9	-1	4	4	9	32.0	F3	53	True	F	0	0	1.0	True	1	Basso	1	9	1.0	21	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	1
65	1	32.5	65/2	0.5	1/2	9	-1	4	4	9	32.5	G4	67	True	G	0	1/8	1.5	False	0	Basso	1	9	1.0	21	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	2
65	1	32.5	65/2	0.5	1/2	9	-1	4	4	9	32.5	E3	52	True	E	0	1/8	1.5	False	0	Basso	1	9	1.0	21	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	7
66	1	33.0	33	0.5	1/2	9	-1	4	4	9	33.0	F4	65	True	F	0	1/4	2.0	True	2	Basso	1	9	1.0	22	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi	True	1
66	2	33.0	33	1.0	1	9	-1	4	4	9	33.0	D5	74	True	D	0	1/4	2.0	True	2	Basso	1	9	1.0	22	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi	True	6
66	1	33.0	33	0.5	1/2	9	-1	4	4	9	33.0	D3	50	True	D	0	1/4	2.0	True	2	Basso	1	9	1.0	22	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi	True	6
67	1	33.5	67/2	0.5	1/2	9	-1	4	4	9	33.5	G4	67	True	G	0	3/8	2.5	False	0	Basso	1	9	1.0	22	vi	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi	True	2
67	1	33.5	67/2	0.5	1/2	9	-1	4	4	9	33.5	E3	52	True	E	0	3/8	2.5	False	0	Basso	1	9	1.0	22	vi	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi	True	7
68	4	34.0	34	2.0	2	9	-1	4	4	9	34.0	A4	69	True	A	0	1/2	3.0	True	3	Basso	1	9	2.0	23	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	3
68	1	34.0	34	0.5	1/2	9	-1	4	4	9	34.0	C5	72	True	C	0	1/2	3.0	True	3	Basso	1	9	2.0	23	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	5
68	2	34.0	34	1.0	1	9	-1	4	4	9	34.0	F3	53	True	F	0	1/2	3.0	True	3	Basso	1	9	2.0	23	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	1
69	1	34.5	69/2	0.5	1/2	9	-1	4	4	9	34.5	B-4	70	True	B	-1	5/8	3.5	False	0	Basso	1	9	2.0	23	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	4
70	1	35.0	35	0.5	1/2	9	-1	4	4	9	35.0	A4	69	True	A	0	3/4	4.0	True	4	Basso	1	9	2.0	23	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True	3
